listing_id,date,num_reviews,reviewers
4815187,2024-12-01,1,423711622
4530973,2025-06-01,2,"416639016,692178095"
3653931,2025-01-01,3,"9052109,273850836,48817509"
3653931,2024-10-01,8,"436081065,652595886,67561289,213555711,177392007,133429242,398426401,268387480"
3653931,2025-06-01,4,"63796174,544439561,697179424,105747383"
228568,2025-01-01,1,284077099
3984769,2024-11-01,2,"65510111,204028807"
3653931,2024-09-01,2,"179995972,487025773"
2061445,2024-09-01,2,"571469509,257793457"
1570103,2025-07-01,1,691849913
3653931,2024-11-01,1,236559782
228568,2025-04-01,3,"30581543,110114843,98603307"
1202446,2024-10-01,2,"654720982,656092321"
3877705,2024-12-01,3,"261924417,1618054,65683401"
5432639,2024-10-01,1,482259244
1202446,2025-02-01,1,217080071
3877705,2025-05-01,5,"14787215,25521790,128464053,359297786,62860953"
1762021,2025-02-01,1,47608980
6017439,2024-09-01,1,564896420
5683127,2025-01-01,1,2141311
5683127,2025-05-01,2,"696954908,38700706"
1202446,2025-03-01,2,"666886355,560035679"
5683127,2025-06-01,2,"163682869,421712091"
3877705,2024-11-01,2,"33695756,395853972"
3877705,2025-06-01,10,"124620561,466060691,108071745,401354784,502347978,14968361,84804469,2669244,9482260,28025995"
5432639,2025-07-01,4,"181840206,44015276,702242797,52487718"
5683127,2024-12-01,4,"485459596,159970956,72132323,529490031"
3877705,2025-03-01,2,"465531864,677563937"
5432639,2024-09-01,1,456256681
5683127,2025-03-01,1,55850833
5683127,2024-11-01,2,"401077048,498398991"
1202446,2025-04-01,1,14652173
1202446,2025-07-01,4,"549971484,7757359,5120640,452424464"
5432639,2025-08-01,1,324552734
1722517,2025-03-01,1,148376049
1762021,2025-06-01,4,"517437137,548609868,17250602,133562139"
5683127,2025-04-01,3,"685008910,160172887,295980233"
3877705,2025-04-01,4,"141032992,212431342,134592423,74715969"
3877705,2025-07-01,7,"695400066,325572746,706986703,469157297,70587704,140402119,908405"
1762021,2024-11-01,1,55347131
1762021,2025-03-01,1,291138257
1202446,2025-05-01,3,"24295507,44379470,695408782"
1762021,2025-01-01,1,34314857
1202446,2025-08-01,2,"113571724,173424757"
1762021,2025-07-01,1,32801016
5432639,2024-11-01,4,"9139408,268668116,507565381,252708554"
5683127,2024-10-01,3,"493978385,55527951,117479825"
1202446,2024-11-01,3,"335383591,42280387,231082107"
1202446,2025-01-01,2,"168916507,430563747"
1202446,2025-06-01,2,"586201817,218969950"
5432639,2025-04-01,1,437896210
3877705,2025-01-01,2,"76392541,161264888"
5432639,2025-05-01,1,168439405
5432639,2025-03-01,1,8994457
5683127,2025-07-01,1,704092702
1202446,2024-09-01,1,31462062
5683127,2024-09-01,3,"245143190,475126090,61960802"
1762021,2025-08-01,1,235065168
3877705,2025-02-01,1,57010578
1722517,2024-12-01,1,577130626
1202446,2024-12-01,1,668333963
3703115,2024-10-01,2,"409204847,258479313"
794506,2024-09-01,3,"47355278,597383066,4684155"
3703115,2025-07-01,7,"94863161,109514004,344798532,124122145,154353458,6091919,71459588"
2171366,2025-08-01,3,"5174232,396112204,22721880"
1269925,2025-01-01,2,"522257114,531971713"
794506,2025-07-01,3,"178136770,126908747,131225076"
3703115,2024-09-01,4,"1427365,348555782,109407538,188039272"
1150719,2024-10-01,3,"586233961,247543725,336578830"
2171366,2024-10-01,3,"1102763,1366959,29827840"
1150719,2025-07-01,1,40297476
5915611,2024-12-01,1,401458
1269925,2025-04-01,4,"405662909,2656996,117041117,489204397"
4688281,2024-11-01,1,254363382
3703115,2025-04-01,3,"50298209,51663451,21702662"
1150719,2025-05-01,3,"414690056,200209901,561430444"
466650,2025-03-01,1,429621496
3703115,2025-03-01,3,"146491677,390029853,17656263"
1269925,2025-03-01,2,"512027276,54481694"
466650,2025-05-01,1,60809992
1269925,2025-06-01,2,"232064790,166875033"
794506,2024-11-01,3,"548863815,35797450,472924660"
1269925,2024-12-01,2,"53146797,413942324"
794506,2025-08-01,1,205829083
466650,2024-10-01,2,"456333390,132475338"
1150719,2025-04-01,2,"580411075,211202083"
1269925,2024-11-01,2,"444369932,322885783"
2171366,2025-04-01,1,67522069
5915611,2024-11-01,2,"9703170,566970426"
2171366,2024-11-01,5,"10644379,198218322,61166520,76020032,126020571"
1150719,2025-06-01,3,"70227864,681768765,456015927"
1150719,2024-09-01,4,"456732818,121977592,463615779,321053584"
1150719,2024-11-01,5,"568740228,525198609,112965379,433076040,8057991"
2171366,2025-06-01,6,"127096508,100277097,19981989,30918910,183181304,107803401"
3703115,2025-02-01,2,"6091919,130777461"
794506,2025-05-01,1,530755537
466650,2025-04-01,1,674055091
3442271,2024-09-01,1,69026325
1269925,2025-08-01,2,"172551347,590607133"
2171366,2025-03-01,1,1571797
794506,2025-06-01,2,"593752108,130844463"
3703115,2025-05-01,2,"693190108,87595606"
1269925,2024-10-01,1,18330453
1269925,2025-07-01,4,"8696477,76789989,281570267,47705726"
3442271,2024-11-01,1,74332449
3703115,2024-11-01,7,"31793765,266212766,39866332,540583226,6081042,326421133,340368153"
794506,2025-04-01,1,506082663
794506,2024-10-01,1,6519055
5915611,2025-06-01,1,69030318
1150719,2024-12-01,1,657180153
2171366,2024-09-01,10,"27187946,259332109,333393414,100277097,434532038,42856793,52667600,445882564,1040528,48282488"
1269925,2024-09-01,2,"253622623,432036753"
5915611,2025-07-01,3,"73685170,383342415,11761408"
2171366,2024-12-01,4,"253305078,447075248,9151707,233204720"
2171366,2025-07-01,7,"26130760,22118689,9086103,22063533,407133245,470375022,20951577"
4688281,2024-10-01,1,8557014
466650,2024-12-01,1,20190725
1269925,2025-05-01,1,217255869
3703115,2025-06-01,4,"46735510,84990388,180911782,11105231"
1269925,2025-02-01,1,161302575
1150719,2025-08-01,2,"21651933,182428889"
5671613,2024-09-01,6,"407821094,69212148,453252848,216611219,76009465,454721698"
5671613,2024-11-01,5,"64470886,508103223,274135785,448884781,4111968"
5671613,2024-12-01,3,"572027755,651003934,161897416"
5671613,2025-07-01,6,"12896980,192248292,12205779,304744735,240200382,43865846"
1053838,2024-09-01,1,201393385
5671613,2025-04-01,5,"24694565,210611547,98445218,196698608,466625555"
5671613,2025-03-01,3,"272887018,581804150,566419498"
5671613,2025-08-01,7,"706518707,31202576,71990102,480079060,707410180,273146460,415339140"
64645,2025-04-01,1,52832231
64645,2025-03-01,1,184824142
5671613,2024-10-01,6,"594002645,599508116,280735783,239178181,86619332,558610412"
